"filename","species","filesize"
"68706",43,1000
"68781",43,1112
"69081",43,793
"69445",43,859
"70006",43,1851
"70119",43,930
"70380",43,1124
"71684",43,1241
"72086",43,940
"72180",43,895
"72444",43,1965
"72468",43,830
"72681",43,1010
"72700",43,1738
"72746",43,881
"72761",43,1134
"72917",43,1655
"73084",43,1058
"73298",43,898
"74282",43,1003
"74319",43,816
"74374",43,979
"74481",43,886
"74573",43,876
"75226",43,984
"75264",43,1387
"75449",43,1043
"75473",43,977
"7656",43,780
"76608",43,1217
"78217",43,783
"7844",43,908
"79010",43,1124
"80516",43,1105
"80733",43,953
"81310",43,1048
"81485",43,802
"82497",43,1044
"82574",43,1519
"82636",43,1123
"82716",43,1038
"82787",43,1053
"82834",43,1337
"83374",43,948
"83424",43,918
"83482",43,1623
"83575",43,810
"83950",43,777
"8413",43,857
"84865",43,1047
"8492",43,1232
"8499",43,2046
"86121",43,896
"87668",43,1326
"87766",43,1018
"87774",43,886
"8850",43,749
"8863",43,1522
"88782",43,1068
"88886",43,1156
"89319",43,1297
"8954",43,1377
"89591",43,949
"89743",43,1052
"90295",43,1238
"90368",43,1221
"9055",43,1000
"91040",43,927
"91069",43,2268
"91430",43,1040
"91507",43,966
"91558",43,842
"91820",43,1284
"92480",43,790
"92599",43,895
"92882",43,903
"93030",43,961
"94053",43,1348
"94393",43,1434
"94998",43,952
"96338",43,990
"97318",43,960
"97435",43,979
"978",43,953
"97856",43,1091
"98728",43,880
"98842",43,1520
"99106",43,826
"10009",44,2461
"100141",44,2445
"10035",44,1237
"100404",44,1642
"100597",44,1608
"100845",44,2927
"100995",44,1816
"101022",44,1627
"101129",44,1965
"10191",44,1930
"102099",44,2508
"102415",44,2262
"103027",44,2102
"103113",44,2589
"103564",44,1801
"10446",44,1701
"104627",44,1782
"104768",44,1129
"104840",44,2147
"105087",44,2364
"105448",44,1795
"10564",44,1892
"106819",44,1653
"10687",44,1666
"107268",44,2510
"107906",44,2644
"108131",44,1883
"108260",44,2202
"108455",44,1376
"108757",44,2008
"109417",44,3346
"109586",44,2037
"109838",44,1114
"110080",44,1982
"110530",44,1808
"111013",44,2086
"111027",44,5131
"111505",44,2318
"111830",44,1843
"112100",44,1965
"112874",44,2592
"113124",44,1821
"11317",44,2074
"113864",44,1864
"113868",44,2124
"114130",44,3658
"114137",44,2663
"114263",44,1878
"114335",44,2218
"114645",44,2912
"114782",44,2647
"114921",44,2617
"115014",44,1930
"115275",44,2225
"115516",44,2048
"116640",44,1837
"116895",44,2790
"117093",44,1900
"117138",44,1898
"117166",44,1624
"117394",44,2611
"117818",44,2295
"118730",44,2355
"118913",44,1759
"118959",44,2563
"119083",44,3191
"119635",44,1743
"119767",44,2055
"120101",44,1993
"120238",44,2649
"120243",44,1464
"120542",44,1414
"120994",44,3017
"121018",44,2811
"121323",44,2353
"121550",44,3920
"1216",44,1987
"121799",44,1851
"121817",44,1398
"121939",44,1822
"122766",44,2634
"122942",44,3104
"12302",44,2348
"123235",44,1967
"123786",44,1974
"123796",44,2626
"124147",44,2665
"124184",44,2079
"124221",44,2148
"124390",44,2112
"124584",44,2911
"124606",44,2238
"124890",44,1638
"124909",44,2085
"125439",44,1826
"125491",44,2232
"125569",44,2909
"125629",44,1904
"125768",44,1595
"125949",44,1722
"126066",44,2159
"126137",44,1289
"126230",44,1597
"126505",44,2110
"126721",44,2536
"126877",44,1657
"127247",44,2314
"127565",44,3130
"128043",44,1689
"128080",44,1433
"128148",44,2498
"128351",44,2228
"128434",44,1963
"129041",44,2253
"129069",44,1807
"129648",44,2333
"129661",44,1940
"129820",44,2252
"1299",44,1704
"1300",44,1868
"130233",44,1897
"13030",44,1926
"130403",44,2007
"130472",44,1543
"130555",44,1871
"130607",44,1651
"130713",44,2817
"130868",44,3097
"131971",44,1600
"1323",44,2166
"133060",44,2183
"13377",44,2019
"133848",44,2297
"134106",44,2172
"134249",44,1856
"134279",44,1976
"134402",44,2174
"134521",44,1967
"134661",44,2732
"134714",44,2334
"135115",44,2207
"135185",44,1919
"136026",44,2294
"13626",44,1741
"136274",44,2169
"136444",44,2737
"137080",44,2479
"137084",44,2210
"137645",44,1985
"13771",44,6189
"137761",44,1978
"137884",44,2761
"137953",44,1849
"138050",44,1304
"13807",44,2121
"138275",44,1203
"139345",44,1859
"139387",44,2306
"139400",44,1912
"139839",44,1632
"139842",44,2268
"140209",44,2075
"14031",44,2109
"14034",44,1790
"140504",44,2165
"141548",44,1817
"141596",44,2262
"141764",44,1704
"141830",44,3098
"142975",44,1426
"143242",44,1674
"143436",44,2591
"143647",44,1528
"143664",44,1905
"143672",44,2684
"143721",44,1283
"143797",44,1837
"144217",44,1900
"14438",44,2670
"144460",44,1984
"144512",44,2096
"145004",44,1936
"145386",44,2144
"145391",44,1906
"145404",44,1532
"145495",44,2361
"145869",44,2515
"14592",44,1891
"146048",44,3294
"146081",44,2211
"146109",44,6389
"146580",44,2183
"146831",44,1552
"147014",44,1504
"147835",44,1975
"147938",44,2188
"148447",44,2346
"148773",44,1512
"148905",44,2029
"149325",44,2015
"150159",44,1881
"15031",44,1593
"150492",44,2200
"150617",44,2709
"150723",44,1745
"151251",44,2960
"15156",44,1907
"152259",44,1367
"152261",44,1502
"152722",44,1070
"152751",44,2679
"15294",44,2308
"153636",44,2081
"153698",44,1597
"15416",44,1854
"154263",44,3226
"154575",44,2456
"155456",44,2124
"155574",44,2092
"155642",44,2328
"155915",44,1456
"155967",44,2480
"156129",44,2300
"156167",44,1569
"15626",44,1973
"157041",44,1849
"157182",44,3052
"157473",44,2289
"15775",44,1645
"157932",44,1683
"158166",44,2153
"158739",44,2070
"158936",44,2680
"159232",44,2024
"159264",44,1271
"159636",44,1895
"159886",44,2363
"160016",44,1892
"16007",44,1912
"160408",44,2005
"160520",44,1713
"160575",44,2192
"160604",44,2111
"16120",44,1816
"16995",44,1835
"17027",44,2218
"1747",44,2552
"1766",44,2277
"17906",44,7899
"18509",44,1746
"18709",44,1802
"18806",44,2480
"19644",44,2253
"19700",44,2347
"20269",44,2337
"2029",44,2569
"20780",44,2072
"21049",44,2084
"21422",44,1999
"21470",44,1753
"2152",44,2502
"21637",44,2696
"21885",44,2013
"22203",44,1957
"22246",44,1367
"22657",44,2069
"2300",44,2047
"23133",44,1939
"23201",44,3145
"23805",44,2229
"23932",44,2178
"24633",44,2782
"24729",44,3725
"24974",44,3144
"2500",44,1537
"25826",44,2467
"2593",44,2319
"26097",44,1570
"26193",44,1757
"26201",44,1968
"26859",44,1572
"27079",44,2104
"27142",44,1981
"27230",44,2135
"27241",44,2648
"27381",44,2048
"27457",44,2129
"27688",44,1962
"27689",44,1924
"27782",44,2090
"27798",44,2897
"27949",44,2616
"27972",44,2191
"2802",44,2478
"28297",44,1994
"28412",44,1583
"28417",44,1504
"28422",44,2897
"28429",44,1846
"28733",44,1540
"29049",44,1920
"29282",44,2282
"29778",44,2032
"29868",44,2232
"30056",44,1472
"30143",44,2126
"30180",44,2950
"30905",44,2286
"30908",44,1929
"30927",44,1543
"30931",44,1736
"31610",44,1952
"31696",44,1714
"32017",44,1963
"32218",44,2558
"32326",44,2013
"32548",44,1965
"32909",44,2674
"32919",44,1831
"33996",44,2087
"34139",44,2037
"34430",44,1855
"34906",44,2061
"35789",44,1598
"35858",44,2132
"36035",44,2351
"36387",44,1778
"36881",44,2352
"36969",44,1706
"37257",44,2766
"37261",44,2547
"37323",44,1539
"37442",44,2258
"38375",44,1242
"38522",44,2160
"38644",44,1614
"38854",44,2272
"3910",44,2327
"39665",44,2582
"39805",44,1851
"40065",44,2768
"40393",44,1705
"40563",44,2524
"41078",44,1868
"41624",44,2709
"42171",44,1726
"4243",44,2653
"4258",44,1478
"42968",44,3323
"43084",44,2360
"43405",44,3150
"43835",44,2009
"43926",44,1979
"45054",44,3148
"45281",44,2104
"45549",44,1635
"45999",44,1766
"46268",44,2081
"46412",44,1998
"46598",44,2167
"46674",44,1562
"46957",44,3698
"47014",44,1325
"47100",44,1720
"47246",44,1931
"47633",44,2521
"47642",44,2272
"47743",44,2242
"48182",44,2114
"48862",44,2196
"49772",44,2129
"50108",44,1872
"51719",44,1875
"5174",44,1819
"51782",44,2008
"52702",44,1979
"52923",44,1816
"53735",44,1663
"53809",44,2744
"5383",44,2640
"53976",44,2460
"53981",44,1653
"53991",44,1806
"5425",44,1712
"54675",44,1407
"55229",44,2143
"55511",44,1855
"5592",44,2438
"56248",44,2455
"56372",44,1782
"56470",44,1684
"57263",44,1460
"57600",44,2637
"5815",44,1686
"59840",44,1608
"59868",44,2368
"60651",44,1806
"60995",44,1755
"61030",44,2698
"61350",44,2310
"61384",44,1948
"61658",44,2270
"61706",44,1681
"62284",44,1671
"62353",44,2587
"62385",44,2281
"62915",44,3075
"63170",44,1814
"63471",44,1751
"64519",44,1402
"64859",44,1745
"65066",44,2040
"65105",44,1972
"65215",44,1974
"65489",44,3645
"65725",44,1885
"65759",44,1838
"66106",44,1969
"66295",44,2348
"66302",44,2226
"68415",44,2196
"68495",44,2064
"69118",44,2640
"6917",44,2321
"69345",44,1767
"69382",44,1760
"69548",44,1260
"70264",44,1837
"70358",44,2209
"71572",44,1951
"71579",44,1943
"71637",44,2407
"71996",44,3959
"72287",44,1674
"72535",44,1648
"72626",44,1964
"72906",44,2013
"72911",44,1854
"72976",44,1711
"73485",44,1840
"73520",44,1956
"73901",44,2629
"7394",44,1904
"7410",44,3244
"74496",44,1933
"74661",44,2247
"75286",44,2230
"7562",44,2273
"7575",44,2079
"76259",44,1637
"76431",44,1723
"76592",44,1774
"76697",44,2278
"77180",44,2671
"77477",44,2818
"77545",44,2114
"7790",44,1716
"78240",44,1908
"7836",44,1674
"78414",44,1858
"78650",44,2378
"78943",44,1291
"79054",44,2049
"79360",44,2013
"79377",44,2188
"79408",44,2075
"79670",44,1390
"80565",44,2428
"80897",44,1868
"80915",44,2137
"8097",44,3247
"81559",44,2708
"81649",44,2705
"82068",44,2440
"82085",44,2057
"8215",44,2616
"82181",44,2085
"82243",44,3031
"82793",44,1645
"82877",44,2268
"8295",44,2154
"83172",44,2130
"83190",44,1539
"83960",44,1593
"84824",44,1887
"85212",44,2442
"85678",44,2699
"85741",44,2704
"8584",44,2248
"86062",44,2101
"86120",44,1614
"86950",44,2213
"86953",44,1952
"87963",44,1895
"88140",44,2960
"8817",44,2433
"88200",44,2011
"88220",44,2282
"88306",44,2207
"88372",44,2394
"88879",44,1583
"88891",44,1791
"89369",44,2188
"89407",44,1957
"8945",44,1569
"89677",44,1974
"90000",44,2056
"90169",44,2019
"90194",44,1458
"90245",44,4334
"90278",44,2038
"90315",44,1883
"90408",44,1564
"91100",44,1921
"91644",44,2376
"92523",44,2863
"92892",44,2836
"93586",44,2290
"94924",44,2650
"95132",44,1723
"96517",44,1395
"96558",44,1411
"96990",44,3209
"97132",44,1622
"97530",44,1573
"97740",44,2748
"97890",44,1902
"98096",44,1641
"98277",44,2156
"98724",44,1815
"99118",44,1953
"99177",44,2237
"99279",44,1850
"99633",44,1574
"99872",44,2521
"99957",44,1687
"101684",45,2773
"10228",45,2073
"10505",45,2115
"105221",45,3019
"105384",45,1393
"105971",45,2008
"106475",45,1377
"106806",45,1916
"110294",45,2207
"110786",45,1479
"11411",45,2430
"115643",45,1587
"119394",45,1912
"120502",45,1378
"123035",45,1210
"125618",45,1199
"12778",45,2473
"128443",45,1370
"129675",45,1400
"131738",45,1177
"133268",45,3079
"134504",45,2004
"136950",45,1273
"138454",45,1282
"138932",45,1735
"14262",45,1682
"142912",45,1754
"143674",45,1898
"1438",45,1938
"145493",45,1470
"147015",45,1562
"150420",45,2351
"151029",45,1647
"151493",45,1273
"152270",45,2291
"158672",45,1550
"1668",45,1413
"17464",45,1418
"19791",45,1707
"20334",45,1650
"20359",45,2294
"23063",45,1143
"24039",45,1143
"25840",45,1711
"25993",45,1499
"26718",45,3023
"28946",45,1870
"28970",45,1861
"3003",45,1989
"31107",45,1467
"32733",45,1783
"34268",45,1376
"3636",45,2035
"36440",45,1973
"39506",45,1035
"39559",45,2895
"41380",45,1857
"42134",45,1789
"42492",45,3294
"47731",45,2020
"47947",45,2007
"49037",45,1779
"49197",45,2759
"54861",45,2526
"55653",45,1484
"56223",45,3523
"57674",45,2913
"60001",45,1280
"63563",45,2002
"64151",45,3212
"64935",45,1185
"66076",45,1084
"66091",45,1338
"68996",45,1799
"69983",45,1209
"7199",45,2763
"73621",45,2236
"74448",45,2670
"74951",45,1405
"75182",45,1224
"7744",45,1278
"79844",45,2116
"8000",45,1178
"81360",45,2376
"81375",45,4470
"8152",45,1083
"8205",45,2655
"851",45,1411
"87453",45,3583
"88199",45,2594
"933",45,1838
"93684",45,1799
"94508",45,1496
"95246",45,1544
"97412",45,2765
"99764",45,2521
"10334",46,2873
"112241",46,2943
"123747",46,2362
"126444",46,3822
"132791",46,2943
"133844",46,2523
"142299",46,2891
"142817",46,3201
"144438",46,2581
"145696",46,2127
"147736",46,3054
"150086",46,2890
"160621",46,3653
"18624",46,2486
"19611",46,2761
"24119",46,2759
"27866",46,4304
"39505",46,2558
"4595",46,3476
"66359",46,3046
"69359",46,2997
"69682",46,2165
"70649",46,1557
"72085",46,2598
"76458",46,3046
"95338",46,2468
"96466",46,2721
"13096",47,1076
"14810",47,5243
"149816",47,3317
"24559",47,4604
"30270",47,2615
"31480",47,7424
"33589",47,1823
"45707",47,5858
"6481",47,3114
"67379",47,2281
"7881",47,3632
"91151",47,4999
"92437",47,4247
"98132",47,3235
"100451",48,1975
"101065",48,2785
"101321",48,5007
"10141",48,2325
"103344",48,1988
"104899",48,3441
"105587",48,2944
"106347",48,2358
"107782",48,1430
"11019",48,2883
"111865",48,2201
"111895",48,2157
"111964",48,6429
"112189",48,2204
"113719",48,3002
"115568",48,2408
"116913",48,2174
"118646",48,2509
"1205",48,1991
"123250",48,3194
"124106",48,1716
"12530",48,1575
"125793",48,2467
"126085",48,3873
"126501",48,3013
"126685",48,2776
"127823",48,1260
"128049",48,6563
"128419",48,1525
"129600",48,2128
"129819",48,5324
"131440",48,1679
"133643",48,3494
"135020",48,5336
"136797",48,1292
"137588",48,4851
"137593",48,1303
"139431",48,3384
"140578",48,2550
"140860",48,2639
"141387",48,3750
"144421",48,1843
"145003",48,1469
"145558",48,4370
"146198",48,1908
"146212",48,2158
"146349",48,2551
"146618",48,3103
"148608",48,2410
"149967",48,3138
"151225",48,4012
"154541",48,2554
"160063",48,6385
"16091",48,2149
"1620",48,1549
"16441",48,3172
"17282",48,2264
"17959",48,5034
"18411",48,4784
"20099",48,3104
"21941",48,1440
"2245",48,4379
"22801",48,3661
"25643",48,4602
"26296",48,5249
"28271",48,2799
"28274",48,3072
"28799",48,2152
"29720",48,2858
"3260",48,1492
"34121",48,2461
"34144",48,2194
"36912",48,6410
"4169",48,4913
"42038",48,3709
"42281",48,3256
"42948",48,1917
"42975",48,2451
"43832",48,5950
"44962",48,2607
"47236",48,4022
"47989",48,2673
"48532",48,2090
"49706",48,3357
"49863",48,2710
"50382",48,2068
"51911",48,3967
"53340",48,2277
"53761",48,1205
"54161",48,5598
"55707",48,2494
"56271",48,1903
"57841",48,2922
"59070",48,3276
"62098",48,5206
"62763",48,1830
"63538",48,1525
"6641",48,1462
"66879",48,2324
"68779",48,1354
"69174",48,2040
"69817",48,3318
"70091",48,5187
"70444",48,1667
"73790",48,1351
"74782",48,1400
"76126",48,2841
"76250",48,1295
"77961",48,1352
"78189",48,2510
"78579",48,2828
"79520",48,1816
"79909",48,1565
"80093",48,6132
"8063",48,4433
"80923",48,2702
"80967",48,5587
"81199",48,1977
"82361",48,3243
"83709",48,1603
"83992",48,3256
"84252",48,2374
"84622",48,2490
"84688",48,1964
"84789",48,1925
"85409",48,2753
"87894",48,2552
"91014",48,3216
"91687",48,1630
"94368",48,3377
"97253",48,1964
"9745",48,5673
"97470",48,1891
"9788",48,3469
"97970",48,2517
"98477",48,3132
"101540",49,1198
"108778",49,2325
"113558",49,1467
"117825",49,3292
"12276",49,1946
"122980",49,1983
"124940",49,1688
"125097",49,1454
"135342",49,1693
"137117",49,1322
"137238",49,1207
"141843",49,1601
"145492",49,2385
"154680",49,1586
"15874",49,1802
"158777",49,2859
"160668",49,2010
"16285",49,1844
"19637",49,1794
"21696",49,1185
"31072",49,901
"36069",49,1677
"38317",49,2477
"38839",49,1144
"44371",49,1380
"4508",49,1467
"47466",49,1405
"56575",49,1183
"59106",49,1512
"61464",49,1352
"69323",49,1391
"73213",49,1443
"76186",49,1453
"82231",49,1901
"85507",49,1753
"86969",49,1128
"90671",49,1279
"9301",49,1603
"100421",50,620
"100596",50,1554
"100600",50,1594
"100934",50,799
"101040",50,1467
"101110",50,1833
"101176",50,1178
"101264",50,1548
"101302",50,1135
"101529",50,2496
"101617",50,1176
"101923",50,881
"102254",50,907
"102956",50,1099
"103056",50,1241
"103702",50,726
"103814",50,2460
"103835",50,912
"104049",50,1132
"104498",50,1075
"104789",50,668
"104817",50,723
"10518",50,1311
"10522",50,753
"105549",50,1159
"105687",50,1061
"106017",50,1022
"1066",50,866
"106601",50,1314
"10675",50,968
"106759",50,642
"10734",50,972
"10820",50,735
"108236",50,1657
"108255",50,1002
"108350",50,1491
"108357",50,1338
"108461",50,1465
"108856",50,761
"109039",50,1004
"109245",50,1206
"109322",50,1893
"10963",50,761
"110211",50,1529
"110321",50,994
"110543",50,1279
"110556",50,1289
"110630",50,1433
"111024",50,795
"111029",50,752
"112744",50,1510
"113160",50,1237
"113605",50,1052
"113814",50,2415
"113893",50,902
"114792",50,1060
"114812",50,1525
"116238",50,693
"116240",50,1046
"116541",50,932
"117359",50,1131
"117461",50,1540
"11764",50,886
"117995",50,1632
"118187",50,722
"118569",50,1988
"11870",50,2574
"119446",50,1955
"120192",50,2442
"120860",50,983
"120935",50,1055
"121247",50,1038
"121370",50,1341
"121375",50,976
"121451",50,1030
"121951",50,774
"121978",50,1384
"122407",50,1174
"122819",50,5406
"123936",50,764
"124317",50,1915
"125",50,1305
"125536",50,860
"12560",50,903
"125620",50,832
"125779",50,930
"125941",50,2664
"126448",50,1602
"126979",50,925
"127972",50,1162
"128344",50,859
"128383",50,943
"129058",50,1021
"129144",50,1339
"129207",50,829
"129297",50,1497
"130070",50,1061
"130518",50,945
"130653",50,1659
"130658",50,1177
"130678",50,1511
"131097",50,1485
"131364",50,770
"131421",50,832
"131851",50,1078
"132887",50,1512
"133020",50,1347
"13310",50,2297
"133568",50,805
"133655",50,2684
"13381",50,842
"133811",50,816
"134250",50,2914
"134429",50,978
"134534",50,1137
"134618",50,3935
"134881",50,1027
"13510",50,747
"13546",50,1148
"135510",50,899
"136346",50,1394
"136357",50,1222
"13652",50,1154
"136688",50,775
"136777",50,814
"137029",50,1292
"137247",50,972
"137437",50,1013
"138224",50,4011
"138225",50,1702
"138737",50,1082
"139040",50,1007
"13917",50,655
"139270",50,1818
"139393",50,822
"139451",50,1237
"139727",50,1099
"139898",50,897
"140193",50,1343
"140241",50,713
"140627",50,882
"140765",50,907
"141013",50,4374
"141297",50,803
"141451",50,1327
"141546",50,1437
"141620",50,980
"142254",50,1056
"142396",50,2530
"142970",50,732
"143200",50,992
"143412",50,1455
"143703",50,860
"14400",50,1224
"144088",50,1374
"145200",50,975
"145951",50,1361
"146291",50,1052
"146419",50,963
"146673",50,1563
"146681",50,879
"146719",50,1577
"146854",50,956
"14706",50,1298
"147491",50,3031
"147868",50,1645
"148069",50,712
"148313",50,927
"14833",50,1555
"148938",50,684
"148996",50,1125
"149332",50,818
"149359",50,1503
"149750",50,1300
"150120",50,1334
"150565",50,1724
"150872",50,849
"151106",50,1087
"151441",50,982
"153049",50,1117
"153101",50,1094
"153117",50,1123
"153364",50,1152
"153495",50,831
"154551",50,601
"154620",50,796
"15476",50,1283
"155005",50,1034
"155126",50,1132
"155279",50,1190
"155672",50,829
"155919",50,745
"156456",50,916
"156549",50,1254
"156863",50,824
"156945",50,1561
"157028",50,1010
"157221",50,1782
"157259",50,1510
"157495",50,2350
"157954",50,700
"158024",50,1027
"158232",50,983
"158346",50,793
"158352",50,1476
"158496",50,1406
"15906",50,881
"159203",50,1344
"159236",50,714
"159371",50,1439
"159449",50,1228
"159853",50,815
"160102",50,1777
"160239",50,800
"160263",50,944
"160586",50,1021
"16062",50,1091
"160720",50,923
"16249",50,988
"16280",50,1204
"17021",50,1599
"18223",50,1414
"18257",50,816
"18268",50,967
"18848",50,1380
"19154",50,1351
"20217",50,1220
"20307",50,1920
"20384",50,813
"204",50,1471
"20449",50,1051
"20857",50,1126
"21009",50,967
"21162",50,1099
"21220",50,1540
"21311",50,825
"21393",50,1200
"21652",50,1152
"21690",50,582
"21856",50,1063
"22525",50,1270
"22678",50,980
"22851",50,953
"22981",50,953
"23407",50,2392
"24450",50,2638
"24465",50,1106
"24514",50,963
"24715",50,1459
"24936",50,3013
"24960",50,1672
"2537",50,951
"25847",50,1201
"26204",50,855
"26572",50,1676
"26665",50,1409
"26735",50,810
"26875",50,771
"27108",50,773
"27131",50,1220
"2785",50,689
"28057",50,1790
"28596",50,1029
"29477",50,1859
"29613",50,1008
"29870",50,1835
"30107",50,1312
"30133",50,1085
"30548",50,1007
"30838",50,932
"30955",50,640
"31076",50,1096
"32051",50,726
"32358",50,1644
"32421",50,1088
"32613",50,1138
"3270",50,1515
"32901",50,1851
"33217",50,1173
"33237",50,805
"33467",50,898
"33476",50,1917
"34405",50,3366
"34476",50,823
"34553",50,1356
"34913",50,1157
"34984",50,1240
"35260",50,778
"35414",50,929
"35463",50,1381
"35577",50,1449
"36136",50,848
"36389",50,624
"36508",50,1074
"36574",50,1448
"36598",50,990
"37151",50,1148
"37293",50,842
"37298",50,1475
"37732",50,788
"38018",50,832
"38291",50,1044
"38449",50,1131
"38879",50,1272
"39193",50,767
"39358",50,1556
"39398",50,3523
"39590",50,976
"39657",50,751
"39884",50,1006
"40238",50,845
"40316",50,778
"40602",50,946
"40867",50,996
"40928",50,1670
"4145",50,1408
"41570",50,710
"42079",50,1171
"42293",50,792
"427",50,749
"4313",50,1550
"434",50,1091
"43553",50,645
"43681",50,936
"43683",50,750
"43937",50,1366
"44390",50,1635
"44725",50,1271
"44835",50,1278
"44881",50,588
"45464",50,1340
"45866",50,998
"46250",50,943
"46605",50,1051
"4667",50,737
"46731",50,1237
"46871",50,802
"47416",50,821
"48374",50,1406
"48528",50,689
"49172",50,1082
"49432",50,819
"49723",50,935
"49798",50,564
"50253",50,732
"5040",50,858
"50421",50,1367
"505",50,1896
"5061",50,803
"50942",50,1000
"51200",50,2053
"51632",50,601
"52080",50,1264
"52350",50,682
"5237",50,1978
"52831",50,795
"53260",50,1200
"53386",50,5115
"53390",50,886
"53580",50,708
"53811",50,835
"53819",50,905
"54575",50,900
"54788",50,825
"55311",50,1347
"55351",50,1602
"55393",50,614
"55541",50,1070
"56039",50,718
"56426",50,928
"56476",50,993
"57070",50,2119
"57556",50,1399
"58439",50,2261
"58657",50,813
"58933",50,1011
"59156",50,1847
"59237",50,828
"59547",50,1444
"59574",50,932
"59575",50,935
"59707",50,773
"59821",50,1368
"60547",50,868
"61074",50,822
"61411",50,1076
"62195",50,1225
"62275",50,1452
"62338",50,724
"62400",50,758
"62687",50,1017
"62715",50,1414
"62853",50,787
"63391",50,910
"63475",50,1608
"63506",50,857
"64041",50,983
"64176",50,776
"64345",50,795
"64386",50,999
"64502",50,866
"64579",50,1594
"65205",50,1646
"65210",50,1261
"65634",50,1299
"66498",50,1411
"66878",50,839
"67736",50,1422
"68065",50,1223
"68069",50,1054
"68929",50,772
"68943",50,768
"69938",50,1269
"70478",50,842
"70576",50,1379
"70681",50,1343
"70804",50,1398
"71138",50,1412
"71236",50,863
"71253",50,1567
"71545",50,975
"71688",50,1153
"71786",50,2423
"71797",50,830
"72027",50,820
"72542",50,1263
"72581",50,965
"72860",50,1201
"72999",50,1337
"73617",50,1176
"73709",50,1341
"74153",50,1157
"75197",50,789
"75540",50,1032
"75647",50,730
"75936",50,749
"76108",50,1389
"76308",50,1670
"76500",50,1051
"76756",50,798
"76909",50,1444
"77528",50,844
"78296",50,1559
"78804",50,1162
"78917",50,786
"79149",50,705
"79535",50,1981
"79591",50,2116
"79607",50,1444
"79695",50,783
"79704",50,1698
"79822",50,1899
"7993",50,625
"8156",50,834
"81691",50,876
"82479",50,845
"82568",50,997
"82665",50,849
"82708",50,1321
"82843",50,1641
"82939",50,4720
"83306",50,932
"83488",50,745
"83723",50,1070
"83987",50,1031
"84608",50,717
"84722",50,803
"85093",50,798
"85258",50,1556
"857",50,1098
"85726",50,788
"85866",50,2080
"86846",50,1322
"87037",50,1316
"87307",50,1004
"87945",50,1085
"8919",50,1166
"89252",50,1132
"89737",50,1651
"89907",50,657
"90012",50,1363
"90056",50,1114
"91222",50,1136
"91319",50,1492
"91421",50,771
"91881",50,887
"92630",50,1000
"93176",50,828
"93973",50,771
"94693",50,764
"9481",50,1507
"95120",50,1726
"95607",50,1075
"95660",50,782
"95812",50,1283
"96225",50,1036
"96418",50,976
"96889",50,1142
"96923",50,1424
"97127",50,1041
"9746",50,884
"97548",50,1256
"98080",50,1358
"98483",50,1214
"98540",50,734
"98589",50,1086
"99246",50,854
"99501",50,2549
"99515",50,986
"99632",50,1431
"99695",50,815
"10048",51,1760
"124422",51,2654
"136612",51,2525
"142812",51,2992
"144200",51,1947
"17146",51,1755
"6284",51,2098
"77575",51,2312
"83072",51,3641
"90580",51,4069
"100070",52,12752
"100397",52,10443
"112095",52,12108
"115097",52,4656
"11783",52,7210
"118371",52,9914
"122491",52,28870
"130286",52,6906
"133162",52,8182
"143306",52,6964
"145638",52,2590
"155049",52,12239
"156365",52,17538
"20485",52,15605
"32333",52,10925
"35223",52,11434
"45316",52,12680
"47405",52,5838
"51467",52,14933
"54435",52,26389
"57812",52,5151
"65902",52,3956
"68521",52,4493
"7229",52,13886
"73009",52,10187
"74033",52,5444
"7474",52,4680
"79247",52,3411
"80498",52,4052
"8706",52,8572
"9164",52,6980
"100505",53,2781
"102322",53,2060
"103114",53,1909
"106213",53,2718
"107336",53,2489
"112967",53,1905
"114514",53,3011
"116125",53,3629
"117553",53,4136
"118632",53,1393
"12241",53,2130
"12285",53,4450
"124718",53,1693
"127195",53,1967
"1318",53,2934
"132750",53,2037
"133049",53,1592
"135845",53,2093
"13840",53,3214
"138825",53,2023
"139176",53,1806
"140524",53,2062
"143352",53,3016
"143845",53,2065
"146904",53,3168
"149446",53,2355
"150469",53,3747
"15144",53,1818
"152725",53,6647
"152830",53,1987
"1531",53,1581
"156613",53,4376
"159158",53,1239
"159656",53,8047
"16219",53,2668
"19415",53,3944
"19801",53,2284
"20116",53,1581
"20879",53,2515
"23186",53,1538
"24907",53,1614
"28216",53,2366
"29570",53,1604
"33000",53,3319
"35106",53,2644
"35696",53,1566
"36099",53,2818
"40010",53,2873
"40521",53,1640
"41435",53,2920
"43459",53,1770
"43595",53,2297
"45073",53,3331
"457",53,2385
"47218",53,2086
"50616",53,2642
"50717",53,4900
"51240",53,1846
"52294",53,3241
"53742",53,2265
"57803",53,2214
"58045",53,3335
"63491",53,1726
"65572",53,2047
"6922",53,1371
"71692",53,5460
"72049",53,2961
"72505",53,3066
"74285",53,2966
"75576",53,3114
"7648",53,3211
"78268",53,1949
"81847",53,5044
"820",53,2076
"83650",53,2859
"86551",53,1804
"86858",53,3288
"90730",53,1650
"91328",53,2399
"91844",53,3261
"9206",53,2276
"92188",53,1783
"95696",53,1372
"96400",53,1445
"97299",53,2369
"100115",54,1498
"100471",54,1122
"101563",54,1728
"10311",54,1870
"103420",54,1100
"104364",54,2326
"104873",54,1446
"105105",54,1550
"105340",54,1395
"105979",54,1497
"107983",54,1158
"109984",54,1540
